sample,runtime_secs,memory_usage_kb,bad_state,bad_step,bad_input
cflobvdd-test-2.c,4.819606,184562.66666666666,core-0-bad-exit-code,140,2a01
cflobvdd-test-4.c,111.92042333333332,4429752.0,core-0-bad-exit-code,201,06072a01
cflobvdd-test-6.c,,,,,
cflobvdd-test-8.c,,,,,
